"item_id","title","rating","salesranking","image","productgroup"
"B0000B0A0T","From Broadway to Hollywood",3.2,10396,"http://images.amazon.com/images/P/B0000B0A0T.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0000CAXIE","Various Artists - Das Beste aus der ZDF Hitparade",2.3,3260,"http://images.amazon.com/images/P/B0000CAXIE.03._SCMZZZZZZZ_.jpg","DVD"
"B0000CDUJT","Silly - 25 Jahre Silly",4.2,2757,"http://images.amazon.com/images/P/B0000CDUJT.03._SCMZZZZZZZ_.jpg","DVD"
"B0000CGP44","Andrea Berg - Emotionen hautnah",3.4,2756,"http://images.amazon.com/images/P/B0000CGP44.03._SCMZZZZZZZ_.jpg","DVD"
"B0000CGV49","Die Toten Hosen - Im Auftrag des Herrn/Wir warten aufs Christkind (2 DVDs)",3.0,3808,"http://images.amazon.com/images/P/B0000CGV49.03._SCMZZZZZZZ_.jpg","DVD"
"B0000D7ZDS","Volker Bengl - Magische Töne",3.0,24999,"http://images.amazon.com/images/P/B0000D7ZDS.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0000DJURY","Nr. 1 b-moll",3.0,12490,"http://images.amazon.com/images/P/B0000DJURY.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0000U2094","Guns N' Roses - Welcome To The Videos",3.4,2082,"http://images.amazon.com/images/P/B0000U2094.03._SCMZZZZZZZ_.jpg","DVD"
"B0001CKQXS","Klavierstücke Op. 116-119",3.0,22466,"http://images.amazon.com/images/P/B0001CKQXS.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0001ELYGO","Various Artists - Das Beste aus der ZDF Hitparade, Folge 2",4.2,3702,"http://images.amazon.com/images/P/B0001ELYGO.03._SCMZZZZZZZ_.jpg","DVD"
"B0001U1PYO","The Difference Between Me And You Is That I'm Not On Fire",3.4,31422,"http://images.amazon.com/images/P/B0001U1PYO.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00023BHE8","Das Mdchen Mit Den SchwefelhlzernDas Mdchen Mit Den SchwefelhlzernDas Mdchen Mit Den SchwefelhlzernDas Mdchen Mit Den SchwefelhlzernDas Mdchen Mit Den SchwefelhlzernDas Mdchen Mit Den Schwefelhlzern",3.0,0,"http://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpghttp://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpghttp://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpghttp://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpghttp://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpghttp://images.amazon.com/images/P/B00023BHE8.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000242BZG","Ernst Mosch und seine Original Egerlnder Musikanten - Mein Leben die Musik",3.8,3364,"http://images.amazon.com/images/P/B000242BZG.03._SCMZZZZZZZ_.jpg","DVD"
"B000249FNC","Kylie Minogue - Body Language Live",4.2,4100,"http://images.amazon.com/images/P/B000249FNC.03._SCMZZZZZZZ_.jpg","DVD"
"B00028VJXC","I'm a Bluesman",3.0,23216,"http://images.amazon.com/images/P/B00028VJXC.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0002JZ30G","Manfred Mann's Earth Band - Angel Station in Moscow",2.6,6704,"http://images.amazon.com/images/P/B0002JZ30G.03._SCMZZZZZZZ_.jpg","DVD"
"B0002S30NE","What I Do",2.8,21512,"http://images.amazon.com/images/P/B0002S30NE.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0002SLP2W","Vox",2.6,13507,"http://images.amazon.com/images/P/B0002SLP2W.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0002T1E4A","Pur - Klassisch: Live AufSchalke 2004",3.0,2317,"http://images.amazon.com/images/P/B0002T1E4A.03._SCMZZZZZZZ_.jpg","DVD"
"B0002UYA86","Beyond the Notes",4.2,9108,"http://images.amazon.com/images/P/B0002UYA86.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0002UYDB0","Aber bitte mit Sahne I+II - limitierte Jubilumsedition",2.0,254,"http://images.amazon.com/images/P/B0002UYDB0.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0002ZCJM0","I Can'T Live a Day Without You",3.8,10178,"http://ec1.images-amazon.com/images/P/B0002ZCJM0.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00062137G","This May Be the Year I Disappe",3.0,43672,"http://images.amazon.com/images/P/B00062137G.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00064200S","Urban Legend",3.8,19383,"http://images.amazon.com/images/P/B00064200S.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00064HR0Q","I Believe My Heart [UK-Import]",4.0,20590,"http://images.amazon.com/images/P/B00064HR0Q.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00065VU7G","Everything I've Got In My Pocket",3.6,31147,"http://images.amazon.com/images/P/B00065VU7G.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000679QWA","Tina Turner - All The Best - The Live Collection",3.4,2545,"http://images.amazon.com/images/P/B000679QWA.03._SCMZZZZZZZ_.jpg","DVD"
"B0006B969E","Hélène Grimaud The Piano Collection",3.8,6935,"http://images.amazon.com/images/P/B0006B969E.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0006BLIZ4","The Rasmus - Live Letters",3.2,3727,"http://images.amazon.com/images/P/B0006BLIZ4.03._SCMZZZZZZZ_.jpg","DVD"
"B0006H2UR8","I Believe in You",3.0,25721,"http://images.amazon.com/images/P/B0006H2UR8.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0006H2VCM","Andrea Berg - Eine Reise durch die Seele",4.2,2504,"http://images.amazon.com/images/P/B0006H2VCM.03._SCMZZZZZZZ_.jpg","DVD"
"B0007QCGT0","I Know",4.0,35437,"http://images.amazon.com/images/P/B0007QCGT0.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0007R8A9O","Johnny Cash - Live at Montreux 1994",3.3,1952,"http://images.amazon.com/images/P/B0007R8A9O.03._SCMZZZZZZZ_.jpg","DVD"
"B0007SK9OM","Gods and Monsters",3.2,33788,"http://images.amazon.com/images/P/B0007SK9OM.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0007VCV68","I Know (Unplugged Version)",3.4,33786,"http://images.amazon.com/images/P/B0007VCV68.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0007VCZ50","Sting - Bring on the Night",3.4,2190,"http://images.amazon.com/images/P/B0007VCZ50.03._SCMZZZZZZZ_.jpg","DVD"
"B0007WD8BY","I Believe(Give a Little Bit..)",3.4,2483,"http://images.amazon.com/images/P/B0007WD8BY.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0007YMS2W","Last Night of the Proms 2004",3.0,1966,"http://images.amazon.com/images/P/B0007YMS2W.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0008EI7RQ","Am I My Brother'S Keeper?",3.0,9463,"http://images.amazon.com/images/P/B0008EI7RQ.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0009299KQ","That'S What I Say",3.7,3305,"http://ec1.images-amazon.com/images/P/B0009299KQ.03._SCMZZZZZZZ_.jpg","Music_CD"
"B00095L8U2","Live from London (DVD + CD)",3.0,834,"http://images.amazon.com/images/P/B00095L8U2.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0009ENFW2","Ian Anderson - Plays the Orchestral Jethro Tull",2.8,5971,"http://images.amazon.com/images/P/B0009ENFW2.03._SCMZZZZZZZ_.jpg","DVD"
"B0009U55PG","Requiem",4.0,3805,"http://images.amazon.com/images/P/B0009U55PG.03._SCMZZZZZZZ_.jpg","Music_CD"
"B0009WFS2E","I Can't Relax in Deutschland",2.7,9029,"http://images.amazon.com/images/P/B0009WFS2E.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000A3VTXY","Die Lollipops - Discofieber!",3.7,4607,"http://images.amazon.com/images/P/B000A3VTXY.03._SCMZZZZZZZ_.jpg","DVD"
"B000AANBG0","Police - Synchronicity Concert (Limited Edition)",4.0,2232,"http://ec1.images-amazon.com/images/P/B000AANBG0.03._SCMZZZZZZZ_.jpg","DVD"
"B000AGK83S","I Like to Move It",2.7,3839,"http://images.amazon.com/images/P/B000AGK83S.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000AGK9UU","Someday (I Will Understand)",4.2,5283,"http://images.amazon.com/images/P/B000AGK9UU.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000AQBALW","Molly Hatchet - Live in Hamburg (+ Audio-CD)",3.3,3880,"http://images.amazon.com/images/P/B000AQBALW.03._SCMZZZZZZZ_.jpg","DVD"
"B000B9UHRG","Disco Kandi 05. 05",4.0,1953,"http://images.amazon.com/images/P/B000B9UHRG.03._SCMZZZZZZZ_.jpg","Music_CD"
"B000BKHF9I","U2 - Vertigo",3.4,117,"http://images.amazon.com/images/P/B000BKHF9I.03._SCMZZZZZZZ_.jpg","DVD"
"B000BKSHIG","Erasure - The Erasure Show: Live in Cologne",3.6,4955,"http://images.amazon.com/images/P/B000BKSHIG.03._SCMZZZZZZZ_.jpg","DVD"
"B000BSNPR6","Within Temptation - The silent force Tour (2 DVDs + Audio-CD)",4.0,761,"http://images.amazon.com/images/P/B000BSNPR6.03._SCMZZZZZZZ_.jpg","DVD"
"B000C4JTT2","Here I am",3.7,9515,"http://images.amazon.com/images/P/B000C4JTT2.03._SCMZZZZZZZ_.jpg","Music_CD"
